preds,labels
화자 에스디(SD)2001837: 골든 레트리버에 대해서는 잘 모르겠고 털 색깔이 황금색인 걸로 알고는 알고 있는데 기억이 안 난다.,"이 대화에서 화자들은 키우고 있거나 키웠던 강아지, 그리고 중형견을 키우는 것에 대해 이야기했습니다. SD2001836은 리키라는 푸들을 키우고 있고 성격은 명랑하지만 자신의 식구들이 조용해서 명랑함을 숨기고 있다고 말했습니다. 중형견을 키우는 사람들은 안아주거나 놀아주기가 힘들고 산책을 많이 나가야 해서 힘들어 한다고 말했습니다. 예전에 말티즈를 키운 적이 있었는데 성격이 순하고 주인이 짜증을 내면 기가 죽기도 한다고 말했습니다. SD2001837은 깜순이라는 요크셔테리어를 키웠었고 활발한 성격이라 항상 산책을 시켜줘야 했다고 말했습니다. 요크셔테리어는 어릴 때는 털이 검은색이었다가 성견이 되면 황금색이 되고 똑똑하며 작아서 사람들이 선호하는 견종이라고 이야기했습니다. 자신은 아파트에 살아서 중형견을 키우기 어렵고, 대부분 소형견만 기르려고 하기 때문에 중형견에 대한 관심이 필요하다고 말했습니다."
고양이 품종을 보니 스핑크스 고양이도 털이 많이 빠진다 그래서 외모가 아메리칸 컬이나 터키시앙고라가 약간 괜찮은 것 같고 박람회에서 간식 샘플을 받아서 좋았다.,이 대화에서 화자들은 강아지의 공간 분리와 개고기에 대해 이야기했습니다. SD2001837은 집에서 강아지를 키울 때 특정 공간에서만 놀게 할 때도 있고 집안 전체를 돌아다니게 할 때도 있다고 말했습니다. 그리고 일부 사람들만 개고기를 좋아하며 대부분의 사람들은 개고기를 부정적으로 생각하고 자신도 부정적으로 생각한다고 말했습니다. SD2001836은 책이나 티브이에서 강아지를 키울 때 공간 분리를 해줘야 한다고 하여 처음에는 분리해서 키웠으나 부모님이 마음이 약해져 지금은 침대까지도 함께 사용한다고 말했습니다. 강아지 리키는 가족이 외출을 하면 소리를 지르거나 낯선 곳에 있을 때 계속 안기려고 하는 등 항상 분리 불안 증상이 있다고 말했습니다.
화자 에스디(SD)2001870: 운운전면허가 있으면 아무래도 없는 것보다는 괜찮게 취급을 해준다고 한다.,"이 대화에서 화자들은 대학 수업과 진로, 회사 등에 대해 이야기했습니다. 화자 SD2001869는 다녔던 회사들은 전부 강남에 있었고 회사 근처의 유명한 것에 대해서는 일반적으로 강남의 유명한 것들이 대부분이었다고 말했습니다. 이어서 회사를 갈 때 예전에는 연봉을 중시했다면 이제는 스트레스 없이 회사를 다니는 게 중요하기 때문에 회사 환경이나 복지를 많이 본다고 말했습니다. 화자 SD2001870은 대학교 수업은 코로나 바이러스로 인해 온라인 실시간 강의를 듣고 있으며 수업 중에 학생들이 마이크를 켜둔 채로 이야기를 해 당황스러웠던 적이 있었다고 말했습니다. 또한 며칠 전 지도 교수에게 진로 상담을 받았는데 형식적인 상담이었고 취업을 위해 나름대로 자격증 몇 가지를 준비하고 있다고 덧붙였습니다."
부장 선생님 밑에서 일하는 일반 선생님들로 이루어져 있다고 이야기를 많이 들었는데 이제 그런 위계 질서 내에서 잘 적응할 수 있을지 걱정을 많이 하고 있다.,"이 대화에서 화자들은 회사와 학교를 다닐 때 받은 스트레스와 이상적인 회사에 대해 이야기했습니다. 화자 SD2001870은 가고 싶은 회사에 대해 드라마에서 나오는 회사를 많이 봤는데 실제로 회사가 그런지는 잘 모르겠다고 말했습니다. 한편 더위를 무척 많이 타는 타입이라 복장이 신경이 쓰인다며, 자율 복장인 회사는 어디까지 자유로운지 궁금하고 정장을 입어야 하는 회사는 여름에 덥고 불편할 것 같다고 말했습니다. 화자 SD2001869는 대학원 시절 회사나 다름없이 힘들었지만 재밌었기 때문에 회사를 가도 잘 적응할 거라고 생각했는데 전혀 달랐다고 말했습니다. 어떤 회사인지에 따라서 분위기도 바뀌는데 너무 학교 같은 회사나 상하 관계가 명확한 보수적인 회사를 가면 힘들 것이라고 조언했습니다."
화자 에스디(SD)2001897이 자기 자식만 소중한 게 아닐 텐데 그렇게 말을 하고 같이 있던 매장 내에서 모든 아르바이트생(알바생)들이 다 같이 화를 냈던 것 같다.,SD2001897과 SD2001898은 아르바이트 경험에 대해 대화를 나눴습니다. SD2001897은 현재 카페에서 아르바이트하고 있는데 바빠서 다른 생각은 안 들고 퇴근 생각만 하게 된다고 말했습니다. 또한 아르바이트할 때 외국인들이 와서 영어로 주문 받을 때가 힘들었고 장애가 있는 손님이 음료를 쏟았을 때 그 부모님의 아르바이트생을 향한 무례한 언행을 본 것이 힘들었다고 말했습니다. SD2001898은 현재 아동복 판매 아르바이트를 하고 있고 힘들진 않지만 손님 때문에 짜증이 날 때가 가끔 있다고 말했습니다. 또한 음료 가게에서 일할 때 두 명이 와서 스물다섯 개 이상의 많은 음료를 시킨 것이 기억에 남는다고 말했습니다.
화자 에스디(SD)2001897:에 가장 뿌듯했던 것 같고 아르바이트생(알바생) 입장에서도 가장 뿌듯했던 것 같다.,"SD2001897과 SD2001898은 아르바이트를 하며 좋았던 경험에 대해 대화를 나눴습니다. SD2001898은 아르바이트를 구할 때 아르바이트 구인 애플리케이션으로 찾는다고 했고 친구들이랑 함께 국가 시험 감독 아르바이트할 때가 가장 재미있었다고 했습니다. SD2001897은 레스토랑에서 서빙 할 때 좋은 사람을 많이 만나고 점장님, 직원분들이 잘해주셔서 가장 좋았다고 말했고 아르바이트는 주로 알바몬에서 구한다고 했습니다. 또 캐셔 할 때 손님들이 칭찬해주며 감사하다고 할 때와 많은 음료 주문을 잘 처리했을 때가 뿌듯했었다고 말했습니다."
화자 에스디(SD)2002196: 마당까지 있으면 좋겠지만 마당이 없는 게 조금 안타깝긴 하지만 살기는 괜찮은 것 같고 아버님 모시기도 아파트보다는 지금 집이 좋은 것 같고 애들도 태어나서 이사를 딱 한 번 해본 것 같다.,SD2002195와 SD2002196은 가족 구성원에 대해 대화를 나눴습니다. SD2002195는 아들 둘과 딸 하나의 자녀를 둔 다섯 식구이고 자녀들은 다 성인으로 직장에 다니고 있다고 말했습니다. 요즘 가장 큰 걱정은 큰아들과 작은아들 결혼이고 제천에서 선생님인 큰아들의 배우자도 선생님이었으면 좋겠다고 이야기했습니다. 또 의류 사업을 하는 남편의 출퇴근 시간이 유동적이어서 밤을 이용해 대화를 자주 하는 편이며 친구들과 부부 동반으로 여행도 많이 다닌다고 말했습니다. SD2002196은 남매를 키우고 있고 시아버지를 모시고 있어 다섯 식구가 함께 살고 있다고 했고 마당은 없지만 오랜 기간 주택에 살고 있고 시아버지 모시기에 좋다고 말했습니다.
화자 에스디(SD)2002196: 다들 잘 먹었으면 하는 바람이 있고 외식은 정말 많이 하는 편은 아니다.,SD2002195와 SD2002196은 가족들의 식사에 대해 대화를 나눴습니다. SD2002196은 가족들이 각자 가리는 음식이 많다 보니 같이 좋아하는 음식을 찾기가 어려워서 외식을 거의 하지 않는 편이라고 말했습니다. SD2002195는 남편도 회사에서 매끼 해결하고 직장인인 자녀들도 대부분 밖에서 먹고 와서 보통 혼자 밥을 먹는 편이라 밖에 나가서 사 먹을 때가 많다고 말했습니다. 또한 가족들을 위해 보양식을 해주고 싶지만 다들 입맛이 까다로운 편이라 늘 먹던 것만 먹는다고 했습니다.
화자 에스디(SD)200184:를 같이 하는 분위기가 있으면 끝까지 열심히 할 수 있는 힘이 생긴다.,"이 대화에서 화자 SD2001925와 SD2001884는 목표와 계획 그리고 의지하는 사람이 있는지에 대해 이야기했습니다. SD2001925는 2년 장기 계획을 세웠기 때문에 올해 마인드 컨트롤을 잘해서 마무리하고 내년에도 월마다 세운 계획표 대로 차질 없이 편입 준비를 잘 끝내는 게 목표라고 이야기했습니다. 다음 목표는 편입하고 난 후에 생각해도 늦지 않다고 이야기했습니다. 또한 자신은 누군가에게 의지하지 않으려고 하는 편이라고 이야기했습니다. 그 이유로 목표를 달성하는 건 개인적인 일이고 의지했다가 상대방이 변해버리면 상처 받는 건 자신의 몫이기 때문이라고 이야기했습니다. SD2001884는 올해는 일단 학교 한 학기를 잘 마무리하고 그다음 계획을 세우는 게 단기 목표라고 이야기했습니다. 내년에는 취업 준비를 해야 해서 구체적인 목표는 없지만, 공부에 노력을 많이 하는 편이어서 하루에 정해진 만큼 공부하는 작은 목표가 있다고 이야기했습니다. 또한 같이 하는 분위기가 있으면 끝까지 열심히 할 수 있는 힘이 생겨서 그런 부분에 의지하는 편이라고 이야기했습니다."
화자 에스디(SD)2001884: 목표한 몸무게는 있지만 체력적인 측면에서도 그런 것 같아서 다시 운동을 하려고 생각하고 있다.,"이 대화에서 화자 SD2001884와 SD2001925는 인생 목표와 계획 그리고 하루 계획에 대해 이야기했습니다. SD2001884는 행복한 자신의 인생이 가장 중요하며, 돈이 수단이 되겠지만 즐거운 게 중요하다고 했습니다. 그리고 미래는 예측할 수 없고 갑자기 어떠한 상황이 생길 수도 있기 때문에 계획보단 즉흥적으로 대처하는 능력도 필요할 것 같다고 이야기했습니다. 다만 공부할 때는 조금 계획을 세우며, 체크 리스트처럼 적는 편이라고 했습니다. 또한 하루 계획을 세우고 지키지 못하면 스트레스를 받을 것 같아서 굳이 세우진 않는다고 이야기했습니다. SD2001925는 돈이 부족해서 하고 싶은 걸 하지 못하는 일이 없었으면 해서 돈이 목표이며, 먼 미래는 예측할 수 없는 부분이기에 충실히 살다 보면 미래는 알아서 그려진다고 말했습니다. 또한 하루 계획은 해야 할 목록을 정리해서 순위를 매기는 편이라고 이야기했습니다."
화자 에스디(SD)2001940을 먹었더니 속이 조금 안 좋아서 먹고 괜찮을까 싶기도 한데 이왕 먹을 거면 그걸 먹었으면 좋겠다.,"이 대화에서 화자들은 식사 메뉴를 정하기 위해 해장국, 커피, 낙지볶음에 대해 말했습니다. 화자 SD2001940은 배가 고파 빵이나 주전부리를 함께 먹을 수 있는 커피숍에 가기를 원한다고 말했습니다. 또 식사로 해장국과 낙지 볶음을 먹으면 좋을 것 같다고 말했습니다. 화자 SD2001941은 방일 해장국은 서비스나 맛이 평이하고 은희네 해장국은 분위기 좋고 맛도 좋아 늘 사람이 붐빈다고 이야기했습니다. 그리고 지금은 목이 말라서 커피가 더 마시고 싶다고 말했습니다. 세련된 내부 인테리어와 손님이 많은 몽니 카페에서 커피를 마시고 싶지만 배가 고프면 커피보다는 식사가 더 낫겠다고 말하며 상대방에게 원하는 음식을 물었습니다."
화자 에스디(SD)2001940에 갔던 커피숍 중에서는 디저트랑 같이 먹는 걸로 하면 거기는 꽤 괜찮았던 걸로 기억이 난다.,"이 대화에서 화자들은 토스트, 땅콩잼 등의 음식과 카페, 빵집에 대해 말했습니다. 화자 SD2001940은 최근 유행하는 빵집은 많이 다녀보지 못했지만 인테리어가 훌륭하고 커피와 잘 어울리는 담백한 쑥 케이크가 인상적이었던 커피숍은 생각난다고 말했습니다. 또 예전만큼 빵을 잘 먹는 편은 아니지만 그래도 새로운 스타일에 도전해보고 싶다고 말했습니다. 화자 SD2001941은 퇴근하고 나면 피곤해서 요리를 잘 안 하게 되고 요즘은 토스터기에 구운 식빵에 땅콩잼을 발라 먹고 있는데 맛있어서 자주 먹게 된다고 말했습니다. 또한 치아바타 같은 담백한 빵을 좋아하는 편인데 만족할 만한 빵집은 없는 것 같고 오히려 빵보다 케이크가 더 나은 것 같다고 말했습니다."
